,mean_histogram,num_channels,num_classes,resolution_0,resolution_1,sequence_size
deep_weeds_num_classes_3_num_dev_examples_1001_num_test_examples_525_resolution_256_num_channels_3,"[  674.69   296.33   198.55   299.76   200.88   449.35  5717.79  8675.85
  5632.25  8231.75  8408.09  5424.02  2729.28   240.05   310.93   201.2
   298.31   195.96   915.81  1202.29  1384.65  1006.65   541.87   708.99
 25053.02   289.95   190.45   288.8    192.11   286.53   312.49  2891.28
  3914.28  2329.91  3165.06  1906.59  2643.2    962.68   280.95   188.8
   283.96   278.52   185.09   850.63  1161.41  1335.98   679.67   829.67
   476.97   777.89   289.     188.24   279.41   191.06   281.46   186.48
  4466.52  4208.27  5895.96  3709.23  5251.28  5036.45  1910.     339.43
   230.86   394.42   260.03   360.28   277.86  2127.93  1721.97   959.27
  1281.11   794.91  1308.92   834.33  1234.09   807.21  1208.45   813.65
  1224.89  4442.66  3911.57  5402.86  3318.97  4582.48  2820.22  3905.01
  1754.82  1975.98  1393.63   740.81   956.32   931.66  1792.92   902.76
  1054.06   569.02   748.67  1629.42]",3,9,256,256,1
deep_weeds_num_classes_3_num_dev_examples_3433_num_test_examples_513_resolution_128_num_channels_3,"[  637.91   297.71   201.2    303.41   205.26   463.51  6053.12  9134.93
  5940.83  8648.    8864.75  5664.83  2748.98   238.01   318.76   205.04
   302.57   199.11   894.52  1144.23  1298.41   941.58   504.35   661.25
 25043.3    289.4    192.79   283.55   192.2    285.31   308.76  2847.19
  3834.1   2266.54  3099.95  1871.58  2574.84   929.81   282.72   188.93
   279.25   276.48   183.82   839.01  1104.27  1235.45   630.91   765.61
   438.09   753.2    283.27   189.46   279.82   190.95   282.3    187.32
  4505.58  4259.84  5959.32  3707.96  5270.27  5028.4   1871.34   345.
   244.33   434.65   284.37   383.51   304.06  2123.78  1683.83   948.58
  1264.32   774.54  1273.44   863.47  1291.63   851.31  1256.7    835.98
  1250.84  4412.82  3840.74  5273.79  3255.41  4498.62  2779.47  3743.83
  1657.62  1814.29  1292.7    676.88   886.44   896.24  1689.73   835.69
   981.74   528.73   692.25  1551.51]",3,9,256,256,1
deep_weeds_num_classes_4_num_dev_examples_6526_num_test_examples_656_resolution_512_num_channels_3,"[  563.57   295.59   200.39   298.6    203.14   447.39  5634.13  8648.26
  5630.19  8229.37  8355.43  5353.45  2681.71   233.83   313.45   199.04
   296.45   196.99   908.8   1192.44  1395.7   1021.15   527.31   668.74
 25019.54   288.9    190.67   290.57   192.67   285.94   311.17  2958.86
  4072.14  2435.48  3237.53  1928.4   2602.05   907.69   285.06   187.58
   283.41   281.41   184.02   866.35  1148.82  1346.69   696.81   797.45
   443.98   697.73   286.18   187.86   282.27   192.81   286.92   189.23
  4482.87  4309.4   6084.68  3810.09  5400.32  5117.68  1863.43   337.63
   227.59   390.1    256.88   355.7    276.11  2110.    1693.22   945.4
  1211.34   729.16  1170.67   806.22  1226.09   814.6   1253.07   845.67
  1277.51  4614.81  4088.25  5636.15  3428.5   4639.31  2809.6   3734.16
  1736.09  1974.13  1402.99   704.96   878.42   786.94  1766.03   899.69
  1049.48   551.79   689.8   1360.16]",3,9,256,256,1
deep_weeds_num_classes_4_num_dev_examples_7438_num_test_examples_1528_resolution_256_num_channels_3,"[  509.23   296.79   200.93   299.22   203.16   456.11  5786.5   8777.1
  5721.39  8281.37  8482.32  5459.52  2718.83   235.31   313.9    201.65
   298.31   195.82   917.55  1212.77  1407.7    999.86   516.88   651.11
 24985.79   288.47   189.54   284.67   190.86   287.2    311.42  2985.3
  3992.81  2339.75  3147.89  1914.19  2598.87   912.36   280.04   188.79
   282.03   274.98   186.99   867.07  1164.38  1364.54   673.77   780.98
   424.71   645.52   283.43   187.8    284.51   194.21   287.89   192.21
  4627.37  4377.34  6148.77  3834.75  5419.24  5155.33  1860.81   334.58
   225.25   380.66   253.27   351.48   274.87  2128.93  1705.75   946.15
  1200.25   731.58  1130.63   857.71  1300.27   868.71  1297.49   867.19
  1299.42  4610.01  3943.58  5478.43  3298.65  4571.43  2797.52  3736.2
  1757.05  1984.64  1361.59   681.47   845.98   708.38  1778.1    910.05
  1028.2    528.43   660.01  1214.18]",3,9,256,256,1
deep_weeds_num_classes_7_num_dev_examples_4392_num_test_examples_588_resolution_128_num_channels_3,"[  425.75   297.78   196.73   297.61   201.3    449.48  5757.8   8734.77
  5626.87  8220.27  8431.23  5416.26  2710.33   236.91   315.11   201.
   296.57   195.78   944.53  1261.9   1430.93   970.79   494.47   613.11
 24951.78   288.77   195.02   287.46   193.33   286.52   313.6   3003.07
  4113.02  2421.4   3239.55  1947.73  2667.27   906.64   286.71   190.32
   283.21   282.27   189.62   895.53  1220.06  1367.19   670.95   757.89
   406.31   596.98   289.3    188.92   280.97   194.18   282.49   191.13
  4597.27  4355.91  6083.66  3791.98  5365.54  5093.01  1828.85   339.64
   233.97   400.57   260.3    359.55   277.92  2198.23  1702.33   923.82
  1187.93   723.19  1067.44   833.83  1257.15   827.16  1234.06   825.26
  1250.78  4624.75  4073.88  5596.1   3422.83  4704.66  2903.57  3832.42
  1844.31  2032.5   1333.4    652.56   799.84   617.3   1856.75   943.01
  1018.36   515.86   633.07  1067.01]",3,9,256,256,1
deep_weeds_num_classes_9_num_dev_examples_7269_num_test_examples_1044_resolution_128_num_channels_3,"[  575.77   294.22   198.47   296.85   200.9    437.82  5479.47  8332.83
  5493.    8126.9   8219.39  5331.86  2721.52   230.52   312.98   198.28
   295.68   194.71   891.4   1157.14  1367.06   984.43   524.03   682.43
 25039.22   290.13   195.12   288.19   189.29   284.41   309.81  3059.91
  4135.04  2420.28  3237.45  1908.61  2598.21   926.78   283.66   187.72
   280.24   278.46   186.93   837.85  1121.65  1310.02   662.12   796.48
   452.94   728.28   285.9    190.85   282.31   191.52   285.91   190.41
  4548.25  4362.05  6247.29  3911.03  5572.18  5274.3   1936.72   326.15
   217.05   362.86   239.31   340.21   257.61  1982.96  1613.43   906.28
  1190.77   728.33  1195.96   800.53  1252.92   857.09  1322.6    894.23
  1358.33  4819.03  4164.63  5693.91  3434.05  4589.45  2760.12  3705.01
  1683.36  1935.38  1366.15   706.03   902.52   839.05  1730.96   899.67
  1039.62   545.01   702.31  1409.94]",3,9,256,256,1
devanagari_num_classes_9_num_dev_examples_936_num_test_examples_99_resolution_16_num_channels_3,"[2.22738e+03 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 6.12000e+00 3.09300e+01
 2.57550e+02 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 1.08000e+00 3.00000e-02 0.00000e+00
 1.50000e-01 0.00000e+00 0.00000e+00 1.35000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 3.43800e+01 3.00000e-02 9.00000e-02
 2.34000e+00 0.00000e+00 4.80000e-01 3.47700e+01 2.51730e+02 1.20000e+00
 2.43000e+00 2.43000e+00 1.20000e+00 2.16330e+02]",3,10,32,32,1
emnist_balanced_num_classes_42_num_dev_examples_88368_num_test_examples_5712_resolution_16_num_channels_1,"[1.1036e+02 6.0000e-02 1.0000e-02 5.0000e-02 1.4000e-01 9.0000e-02
 3.4000e-01 1.0200e+00 9.9000e-01 7.8000e-01 8.7000e-01 1.1400e+00
 3.1000e-01 3.5000e-01 2.3000e-01 1.4000e-01 2.2000e-01 2.5000e-01
 1.2000e-01 1.3000e-01 2.0000e-01 9.0000e-02 1.4000e-01 1.4000e-01
 7.2000e-01 1.5400e+00 6.1000e-01 3.2000e-01 2.9000e-01 3.0000e-01
 2.8000e-01 2.3000e-01 1.3000e-01 1.9000e-01 2.3000e-01 2.6000e-01
 2.0000e-01 1.7000e-01 1.5000e-01 1.3000e-01 1.7000e-01 3.4000e-01
 1.8000e-01 1.1000e-01 1.1000e-01 2.3000e-01 1.8000e-01 1.6000e-01
 2.6000e-01 1.3000e-01 1.2044e+02 7.0000e-02 1.4000e-01 9.0000e-02
 1.1000e-01 2.1000e-01 1.5000e-01 1.6000e-01 1.7000e-01 2.6000e-01
 4.2000e-01 3.1000e-01 2.3000e-01 3.4000e-01 2.6000e-01 2.9000e-01
 1.8000e-01 9.0000e-02 2.2000e-01 3.4000e-01 1.3000e-01 1.0000e-01
 2.0000e-01 1.8000e-01 1.7000e-01 1.4000e-01 1.4000e-01 2.3000e-01
 8.0000e-02 2.5000e-01 1.5000e-01 1.5000e-01 9.0000e-02 1.7000e-01
 2.5000e-01 1.8000e-01 1.3000e-01 1.5000e-01 8.0000e-02 7.0000e-02
 1.0000e-01 1.6000e-01 8.0000e-02 1.6000e-01 1.9000e-01 1.2000e-01
 8.0000e-02 2.0000e-01 1.6000e-01 1.4400e+00]",1,47,16,16,1
emnist_byclass_num_classes_9_num_dev_examples_80451_num_test_examples_6696_resolution_32_num_channels_1,"[1.0367e+02 1.8000e-01 1.4000e-01 8.0000e-02 5.0000e-02 1.4000e-01
 4.7000e-01 8.1000e-01 4.4000e-01 5.3000e-01 8.6000e-01 6.7000e-01
 4.1000e-01 2.6000e-01 1.4000e-01 1.3000e-01 1.0000e-01 2.5000e-01
 1.3000e-01 2.0000e-01 9.0000e-02 5.0000e-02 2.0000e-02 5.0000e-02
 4.6000e-01 8.9000e-01 3.9000e-01 3.0000e-01 3.4000e-01 2.8000e-01
 2.2000e-01 2.3000e-01 3.1000e-01 3.0000e-02 1.6000e-01 2.2000e-01
 2.1000e-01 1.3000e-01 2.1000e-01 1.5000e-01 3.4000e-01 7.0000e-02
 2.3000e-01 1.0000e-01 1.6000e-01 1.5000e-01 1.8000e-01 1.4000e-01
 5.0000e-02 1.6000e-01 1.3069e+02 2.1000e-01 1.1000e-01 6.0000e-02
 1.9000e-01 1.0000e-01 2.2000e-01 1.6000e-01 1.4000e-01 2.7000e-01
 1.5000e-01 2.1000e-01 3.7000e-01 2.4000e-01 8.0000e-02 1.8000e-01
 2.2000e-01 1.2000e-01 8.0000e-02 8.0000e-02 3.0000e-01 2.4000e-01
 1.9000e-01 7.0000e-02 1.7000e-01 2.0000e-01 1.6000e-01 2.3000e-01
 9.0000e-02 3.0000e-01 1.7000e-01 1.7000e-01 2.8000e-01 2.4000e-01
 1.2000e-01 2.2000e-01 2.0000e-01 4.0000e-02 1.9000e-01 7.0000e-02
 2.2000e-01 1.1000e-01 1.4000e-01 1.7000e-01 7.0000e-02 7.0000e-02
 5.0000e-02 2.5000e-01 1.2000e-01 1.2900e+00]",1,62,16,16,1
emnist_mnist_num_classes_10_num_dev_examples_11010_num_test_examples_6770_resolution_16_num_channels_1,"[8.6570e+01 2.0000e-02 7.0000e-02 7.0000e-02 2.0000e-02 5.0000e-02
 1.5000e-01 4.8000e-01 5.0000e-01 6.1000e-01 5.7000e-01 5.2000e-01
 5.7000e-01 2.8000e-01 1.3000e-01 7.0000e-02 1.6000e-01 7.0000e-02
 1.3000e-01 1.1000e-01 1.4000e-01 9.0000e-02 1.2000e-01 1.9000e-01
 4.7000e-01 5.7000e-01 3.6000e-01 2.7000e-01 3.0000e-02 1.6000e-01
 2.4000e-01 1.4000e-01 1.0000e-01 3.0000e-02 1.1000e-01 1.9000e-01
 2.2000e-01 1.7000e-01 1.4000e-01 4.0000e-02 9.0000e-02 9.0000e-02
 9.0000e-02 1.9000e-01 5.0000e-02 2.0000e-02 9.0000e-02 1.1000e-01
 5.0000e-02 3.0000e-02 1.5369e+02 2.0000e-02 8.0000e-02 1.2000e-01
 1.1000e-01 1.7000e-01 1.6000e-01 1.2000e-01 1.6000e-01 8.0000e-02
 2.0000e-02 2.5000e-01 3.2000e-01 2.0000e-01 1.6000e-01 1.7000e-01
 1.1000e-01 1.0000e-01 9.0000e-02 6.0000e-02 1.3000e-01 1.7000e-01
 1.3000e-01 1.4000e-01 7.0000e-02 8.0000e-02 7.0000e-02 6.0000e-02
 2.0000e-02 6.0000e-02 9.0000e-02 8.0000e-02 1.2000e-01 1.7000e-01
 1.5000e-01 1.1000e-01 9.0000e-02 1.0000e-01 1.1000e-01 2.9000e-01
 1.8000e-01 6.0000e-02 8.0000e-02 1.2000e-01 2.0000e-02 5.0000e-02
 1.0000e-01 3.0000e-02 8.0000e-02 1.1100e+00]",1,10,16,16,1
eurosat_rgb_num_classes_2_num_dev_examples_2382_num_test_examples_1476_resolution_128_num_channels_3,"[6.7560e+01 9.6800e+01 1.1572e+02 1.4677e+02 2.1412e+02 2.7203e+02
 3.5378e+02 3.9636e+02 3.0407e+02 3.0404e+02 2.0820e+02 1.4118e+02
 7.5960e+01 1.2000e+01 8.7000e+00 2.1300e+01 8.2900e+00 9.1000e+00
 3.6610e+01 3.7360e+01 5.5860e+01 1.3252e+02 1.3402e+02 2.0958e+02
 7.4463e+02 1.8577e+02 7.7790e+01 7.8450e+01 2.4490e+01 2.5970e+01
 4.5020e+01 1.3375e+02 2.5843e+02 2.8032e+02 2.8424e+02 2.5755e+02
 1.9409e+02 1.2365e+02 5.5070e+01 1.4180e+01 4.6800e+00 5.4300e+00
 8.0200e+00 3.4300e+01 4.1550e+01 4.1390e+01 2.1580e+01 1.6350e+01
 7.1400e+00 1.0530e+01 1.2000e+00 6.2000e-01 1.4200e+00 1.8700e+00
 5.4900e+00 1.5850e+01 1.1298e+02 1.5479e+02 1.8350e+02 1.8255e+02
 2.3322e+02 2.3567e+02 1.7130e+02 1.4419e+02 1.4785e+02 1.7421e+02
 2.3108e+02 1.6931e+02 9.5400e+01 1.2608e+02 9.7090e+01 5.1210e+01
 5.1460e+01 1.9920e+01 1.9470e+01 9.4700e+00 1.2370e+01 9.1300e+00
 1.5950e+01 2.0280e+01 2.4580e+01 1.0130e+02 1.4772e+02 2.1768e+02
 1.7557e+02 1.7400e+02 2.0380e+02 2.5037e+02 1.9981e+02 2.1255e+02
 1.6944e+02 1.0186e+02 1.4782e+02 1.2515e+02 1.8208e+02 1.9278e+02
 1.7767e+02 1.2029e+02 2.4085e+02 9.1450e+01]",3,10,64,64,1
eurosat_rgb_num_classes_8_num_dev_examples_8236_num_test_examples_1320_resolution_32_num_channels_3,"[ 40.27  61.35 112.38 146.49 225.93 314.74 405.48 428.53 324.47 279.57
 218.22 137.35  52.92  18.32  11.8   12.17  14.45  22.52  27.51  23.35
  48.61  56.16 190.4  265.53 540.02 231.43 139.76  79.26  38.58  23.83
  63.48 173.4  243.9  272.84 317.26 271.31 212.31  76.61  27.66   8.37
   4.05   4.46  12.55  30.87  32.26  20.41   8.15   7.3    3.72   4.48
   0.87   0.97   1.23   2.15   3.96  20.29 101.62 171.57 216.78 218.1
 238.76 246.43 191.42 126.01 132.87 219.72 323.01 122.05  63.96  69.22
  92.19  80.43  40.79  12.59   9.37   6.78   7.28  11.9   13.8   19.01
  25.16 107.01 170.51 258.95 247.06 242.12 247.44 244.31 207.24 182.96
 172.05 130.91 107.21  87.53 131.92 181.72 172.   144.13 141.71  34.14]",3,10,64,64,1
eurosat_rgb_num_classes_9_num_dev_examples_22361_num_test_examples_549_resolution_32_num_channels_3,"[3.2740e+01 5.4720e+01 1.2730e+02 1.6361e+02 2.3829e+02 3.1802e+02
 2.7517e+02 3.1488e+02 3.1431e+02 3.2468e+02 2.5539e+02 1.7885e+02
 6.5050e+01 9.7600e+00 8.7500e+00 1.6050e+01 1.9880e+01 2.1280e+01
 3.8590e+01 3.6240e+01 6.0650e+01 6.9770e+01 1.4711e+02 2.5163e+02
 6.9715e+02 1.7009e+02 1.5471e+02 4.8410e+01 3.6020e+01 1.6930e+01
 6.1900e+01 1.3183e+02 2.2718e+02 2.8668e+02 3.1701e+02 3.0089e+02
 1.9771e+02 9.0480e+01 4.4420e+01 6.0200e+00 4.6000e+00 3.8800e+00
 1.3020e+01 3.2030e+01 4.7600e+01 5.1060e+01 1.9740e+01 1.2330e+01
 5.2200e+00 8.8700e+00 1.2800e+00 6.3000e-01 1.1900e+00 2.0100e+00
 3.6800e+00 1.6430e+01 7.1620e+01 1.2427e+02 1.7939e+02 2.4417e+02
 2.4211e+02 2.5483e+02 2.0427e+02 1.3030e+02 1.3168e+02 1.3169e+02
 2.6360e+02 1.5197e+02 7.3750e+01 1.1784e+02 8.8140e+01 7.0690e+01
 6.2930e+01 2.7680e+01 2.0800e+01 4.9100e+00 3.8700e+00 4.4900e+00
 9.0200e+00 1.3560e+01 1.7010e+01 7.1780e+01 1.2884e+02 2.0011e+02
 2.1935e+02 2.8891e+02 2.8558e+02 3.2932e+02 2.6721e+02 2.1211e+02
 1.8624e+02 9.7510e+01 7.5320e+01 8.4860e+01 1.3938e+02 1.4618e+02
 1.1953e+02 1.5519e+02 2.1135e+02 7.0920e+01]",3,10,64,64,1
fashion_mnist_num_classes_2_num_dev_examples_3522_num_test_examples_4388_resolution_32_num_channels_1,"[95.87  0.34  0.49  0.62  0.61  0.71  1.92  2.26  2.    1.91  1.97  2.4
  1.49  0.57  0.8   0.34  0.66  0.59  0.42  0.64  0.82  0.59  0.56  0.76
  5.    6.16  3.08  0.54  0.65  0.66  0.49  0.63  0.64  0.84  0.93  0.71
  0.68  0.38  0.78  0.46  0.74  0.92  0.83  0.78  0.51  0.64  0.68  0.53
  0.81  0.79 62.28  0.65  0.47  0.49  0.87  0.56  0.88  1.12  1.06  1.2
  0.89  1.31  0.88  0.72  0.7   0.82  0.75  0.51  0.99  0.76  0.54  0.67
  0.75  0.65  0.9   0.8   0.76  0.87  0.74  0.63  0.78  0.58  0.89  0.77
  0.97  1.32  1.07  0.89  0.96  1.23  1.34  1.29  1.32  0.9   1.24  0.74
  0.73  0.94  0.59  3.03]",1,10,16,16,1
fashion_mnist_num_classes_5_num_dev_examples_11630_num_test_examples_2555_resolution_16_num_channels_1,"[95.84  0.73  0.37  0.55  0.58  0.77  1.62  1.86  1.6   1.7   2.    2.35
  1.47  0.98  0.73  0.92  0.82  0.65  0.58  0.45  0.54  0.82  0.74  0.76
  4.06  6.43  1.97  1.45  0.88  0.78  0.53  0.41  0.98  0.65  0.69  0.62
  0.74  0.62  0.65  0.85  0.88  0.97  0.63  0.72  0.63  0.74  0.61  0.83
  0.79  0.67 62.04  0.66  0.83  0.72  0.75  0.71  0.65  0.38  1.1   1.22
  1.52  1.01  1.05  0.85  0.66  0.6   0.71  0.9   0.8   0.6   0.49  0.57
  0.63  0.42  1.22  0.67  0.69  0.84  0.87  0.59  0.74  0.85  0.89  0.82
  1.54  0.93  1.13  1.    0.94  1.35  1.33  1.26  1.1   1.4   1.31  0.76
  0.74  0.45  0.94  2.56]",1,10,16,16,1
fashion_mnist_num_classes_7_num_dev_examples_24549_num_test_examples_6657_resolution_16_num_channels_1,"[95.29  0.45  0.63  0.63  0.41  1.17  1.42  2.16  1.32  2.33  1.71  2.
  1.03  0.7   0.49  0.59  0.48  0.57  0.23  0.55  0.72  0.68  0.84  0.78
  4.22  7.14  2.31  0.8   0.89  0.48  0.66  0.6   0.71  0.72  0.91  0.88
  0.96  0.58  0.82  0.72  0.57  0.67  0.98  0.57  0.69  0.81  0.9   0.74
  1.04  0.75 62.07  0.51  0.7   0.65  0.99  0.65  0.52  1.06  1.17  0.86
  0.79  1.19  0.8   0.84  0.83  0.73  1.03  0.58  0.71  0.54  0.9   0.42
  0.77  0.66  0.73  0.93  0.86  0.59  0.85  0.73  0.91  1.1   1.    1.18
  0.82  1.12  1.33  1.08  1.46  1.13  0.88  1.41  1.38  1.1   0.9   0.93
  1.26  1.19  0.69  2.17]",1,10,16,16,1
horses_or_humans_num_classes_2_num_dev_examples_561_num_test_examples_122_resolution_128_num_channels_3,"[22701.81  1238.83   843.51  1287.09   828.74  1242.63  1603.91  2136.73
  1589.94  2831.21  2496.95  1789.59  1800.89   853.58  1269.54   837.05
  1231.26   846.53  1328.29   998.38  1515.08  1569.23  1015.61  1428.45
 25582.3   1297.48   852.16  1249.23   832.37  1268.66  1239.99  1017.7
  1580.18  1016.65  1744.22  1115.41  1655.09   999.55  1228.94   833.49
  1274.64  1256.45   844.62  1364.43   977.35  1473.27  1010.36  1666.7
   948.4   1431.04  1270.37   840.95  1252.86   844.08  1282.54   837.61
  1820.09  1343.08  1746.52  1214.57  1766.79  1784.01  1071.53  1300.02
   889.72  1343.34   889.46  1314.8    890.37  1637.29  1668.05  1293.95
  2009.17  1193.73  1917.19  1433.39  1963.58  1205.07  1783.4   1195.79
  1776.95  2177.32  1575.67  2074.31  1516.93  2402.74  1648.02  2757.86
  2291.94  3544.21  4012.04  2506.77  2831.69  1992.58  5088.16  1057.4
  1485.52  1086.32  1466.28  1266.46]",3,2,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_712_num_test_examples_94_resolution_128_num_channels_3,"[22686.29  1248.45   844.34  1296.79   842.39  1261.52  1346.67  2013.82
  1306.99  2297.64  2216.63  1474.6   1687.29   861.86  1303.31   855.29
  1248.93   854.73  1353.36  1008.86  1560.59  1539.4    983.36  1434.86
 25337.12  1297.13  1094.86  1260.52   849.32  1299.93  1256.11  1106.16
  1645.63  1049.79  1909.36  1089.84  1683.07  1030.07  1252.     847.33
  1292.85  1267.95   850.43  1375.5   1026.4   1514.37  1025.71  1697.04
   956.53  1457.93  1305.31   857.53  1273.05   852.19  1293.86   856.51
  1656.52  1326.62  1706.29  1177.57  1902.35  1749.63  1119.13  1326.37
   910.77  1377.71   899.79  1341.81   910.98  1692.01  1691.1   1220.39
  1909.03  1098.79  1787.45  1252.34  1869.82  1128.74  1679.87  1149.28
  1774.35  2346.72  1840.46  2473.5   1759.61  2628.27  1685.25  3062.56
  2612.05  3804.13  3874.37  2151.31  2584.63  2067.15  4881.53  1049.52
  1489.55  1142.52  1497.73  1559.06]",3,2,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_790_num_test_examples_74_resolution_128_num_channels_3,"[27405.21  1176.54   805.79  1242.26   804.01  1194.09  1688.97  2205.89
  1589.21  2820.38  2603.09  1838.42  1796.05   822.82  1221.13   816.03
  1208.51   808.55  1289.31   947.32  1443.31  1459.96   932.07  1406.33
 24567.73  1252.15  1796.57  1194.76   796.59  1232.16  1190.2    966.8
  1541.44   967.59  1598.71   944.98  1526.45   948.23  1191.08   814.88
  1238.92  1194.11   807.36  1317.85   938.73  1402.43   969.63  1584.49
   933.36  1362.41  1237.65   820.99  1194.8    824.08  1238.56   808.07
  1852.28  1387.43  1755.38  1122.52  1642.2   1632.64  1006.06  1245.8
   865.85  1295.     847.38  1270.51   872.04  1617.62  1587.43  1245.42
  1880.74  1183.07  1912.47  1453.16  1971.68  1185.45  1680.26  1089.75
  1606.22  1942.78  1500.78  2068.75  1469.62  2237.24  1488.13  2611.42
  2188.33  3205.2   3680.92  2228.84  2980.15  2141.28  4824.94   946.52
  1381.61   955.54  1414.13  2204.45]",3,2,256,256,1
horses_or_humans_num_classes_2_num_dev_examples_859_num_test_examples_60_resolution_256_num_channels_3,"[22055.79  1310.19   890.8   1337.1    873.02  1324.87  1397.07  2031.42
  1236.94  2224.35  2174.89  1441.03  1669.15   876.4   1349.68   890.96
  1311.75   891.45  1383.44   991.63  1532.19  1578.34  1057.92  1457.39
 25062.43  1340.79  1377.95  1319.07   882.15  1340.94  1305.39   978.33
  1652.53  1009.37  1756.08  1098.39  1555.03  1003.51  1301.96   870.11
  1354.97  1299.65   884.41  1384.94   985.24  1491.42   988.63  1820.35
   969.37  1443.76  1347.49   891.63  1331.84   895.18  1345.38   888.17
  1665.31  1298.44  1739.22  1205.33  1817.63  1704.44  1074.44  1411.43
   955.6   1448.01   960.08  1418.54   945.22  1700.51  1679.95  1165.95
  1947.5   1150.3   1804.73  1343.36  1963.13  1249.    1869.01  1247.8
  1839.99  2182.68  1647.21  2269.87  1623.08  2615.36  1605.05  2847.21
  2615.22  3900.46  3673.04  2511.16  2728.13  1878.71  4505.2   1026.34
  1460.91  1161.68  1503.1   1784.44]",3,2,256,256,1
imagenet_resized_32x32_num_classes_74_num_dev_examples_85448_num_test_examples_8140_resolution_32_num_channels_3,"[ 71.79  13.07  30.1   31.2   47.71  55.43 119.62  87.98  65.65  65.26
  53.45  40.93  16.76   3.49   7.32  12.59  14.5   15.61  23.66  24.2
  52.36  72.97  60.72  45.06 135.99  39.27   8.85   5.17  13.24  24.5
  34.62  42.52  43.98  48.44  36.6   26.55  20.78  14.47   1.71   1.15
   1.86   8.24  12.61  18.86  27.51  17.94  21.9   12.86   6.3   11.79
   3.1    0.58   1.09   2.27   9.64  20.26  42.22  53.11  61.99  56.56
  61.01  46.07  38.39  19.01  13.19   8.21   6.08   6.57  15.13  20.52
  25.36  24.93  25.1   13.91  19.97   4.99   4.9    4.96   7.37   6.3
  12.83  30.27  47.42  48.32  54.2   60.72  64.8   73.18  46.8   43.74
  46.44  35.45  34.3   30.97  18.45  18.79  22.41  29.43  21.99  39.56]",3,1000,32,32,1
imagenette_num_classes_3_num_dev_examples_930_num_test_examples_1257_resolution_256_num_channels_3,"[ 7490.02  1414.35   952.33  1471.41   969.69  1437.3   1940.23  2359.74
  1285.77  2178.69  2329.94  1279.02  1482.39   973.6   1472.33   976.18
  1411.5    968.78  1460.18  1035.58  1645.64  1677.55  1230.5   1613.15
 25051.79  1449.57   958.3   1438.11   955.44  1458.25  1404.28  1105.2
  1641.94  1186.04  1704.3   1191.2   1727.58  1001.34  1423.23   959.99
  1459.26  1422.93   966.11  1530.38  1027.01  1671.47  1041.01  1743.08
  1177.65  1746.51  1585.08   984.37  1444.    1019.88  1522.4   1005.64
  1695.75  1161.05  1943.69  1234.95  1870.07  1932.3   1526.14  1616.18
  1093.64  1633.56  1096.61  1583.64  1067.23  1884.56  1954.01  1243.96
  2141.17  1337.5   3215.83  1650.23  2010.14  1324.41  1995.15  1370.98
  2052.22  2369.06  1733.72  2823.16  1907.5   3021.15  1974.12  7551.79
  2418.67  3497.85  3174.56  2006.47  2891.49  3438.17  1920.9   1151.99
  1550.08  1271.3   1782.97  1428.87]",3,10,256,256,1
